master_id,area_code,area,subarea,artifact_type,artifact_group,artifact_order,origin,title,content,evidence_level,evidence_basis,source_ids,source_urls,public_claim,caveat,status,audience_priority,funnel_stage,campaign_pillar,claim_class,claim_risk,go_live_rule,recommended_usage,naming_normalized
MI-120,SRC,Fontes,Catálogo de evidências,FONTE,Catálogo de Fontes,5,EVIDÊNCIA EXTERNA,S05,PMI — Practice Standard / Work Breakdown Structures,FONTE,,,,Fonte: https://www.pmi.org/learning/library/practice-standard-work-breakdown-structures-8063,Usar para rastrear claims relacionados.,Revisar periodicamente versão/estado da fonte.,P2 — Knowledge worker sobrecarregado,GOV — Governança,P5 — Transparência e confiança,GOV — Governança/fonte,BAIXO — uso interno/metodológico,SUPORTE — não é copy principal,Governança/rodapé/metodologia,PMI — Practice Standard / Work Breakdown Structures
MI-121,SRC,Fontes,Catálogo de evidências,FONTE,Catálogo de Fontes,6,EVIDÊNCIA EXTERNA,S06,Gilbert et al. — Outsourcing Memory to External Tools: Review of Intention Offloading,FONTE,,,,Fonte: https://pmc.ncbi.nlm.nih.gov/articles/PMC9971128/,Usar para rastrear claims relacionados.,Revisar periodicamente versão/estado da fonte.,P2 — Knowledge worker sobrecarregado,GOV — Governança,P5 — Transparência e confiança,GOV — Governança/fonte,BAIXO — uso interno/metodológico,SUPORTE — não é copy principal,Governança/rodapé/metodologia,Gilbert et al. — Outsourcing Memory to External Tools: Review of Intention Offloading
MI-122,SRC,Fontes,Catálogo de evidências,FONTE,Catálogo de Fontes,7,EVIDÊNCIA EXTERNA,S07,Peper et al. — Benefits from prospective memory offloading depend on memory load and reminder type,FONTE,,,,Fonte: https://pubmed.ncbi.nlm.nih.gov/36201804/,Usar para rastrear claims relacionados.,Revisar periodicamente versão/estado da fonte.,P2 — Knowledge worker sobrecarregado,GOV — Governança,P5 — Transparência e confiança,GOV — Governança/fonte,BAIXO — uso interno/metodológico,SUPORTE — não é copy principal,Governança/rodapé/metodologia,Peper et al. — Benefits from prospective memory offloading depend on memory load and reminder type
MI-123,SRC,Fontes,Catálogo de evidências,FONTE,Catálogo de Fontes,8,EVIDÊNCIA EXTERNA,S08,Cherkaoui & Gilbert — Strategic use of reminders in autism spectrum conditions,FONTE,,,,Fonte: https://pubmed.ncbi.nlm.nih.gov/28189493/,Usar para rastrear claims relacionados.,Revisar periodicamente versão/estado da fonte.,P1 — Profissional neurodivergente multiprojeto,GOV — Governança,P5 — Transparência e confiança,GOV — Governança/fonte,MÉDIO/ALTO — linguagem não clínica,PERMITIDO COM CAVEAT,Governança/rodapé/metodologia,Cherkaoui & Gilbert — Strategic use of reminders in autism spectrum conditions
MI-124,SRC,Fontes,Catálogo de evidências,FONTE,Catálogo de Fontes,9,EVIDÊNCIA EXTERNA,S09,Willcutt et al. — Executive function theory of ADHD: meta-analytic review,FONTE,,,,Fonte: https://pubmed.ncbi.nlm.nih.gov/15950006/,Usar para rastrear claims relacionados.,Revisar periodicamente versão/estado da fonte.,P1 — Profissional neurodivergente multiprojeto,GOV — Governança,P5 — Transparência e confiança,GOV — Governança/fonte,MÉDIO/ALTO — linguagem não clínica,PERMITIDO COM CAVEAT,Governança/rodapé/metodologia,Willcutt et al. — Executive function theory of ADHD: meta-analytic review
MI-125,SRC,Fontes,Catálogo de evidências,FONTE,Catálogo de Fontes,10,EVIDÊNCIA EXTERNA,S10,Alderson et al. — ADHD and working memory in adults: meta-analytic review,FONTE,,,,Fonte: https://pubmed.ncbi.nlm.nih.gov/23688211/,Usar para rastrear claims relacionados.,Revisar periodicamente versão/estado da fonte.,P1 — Profissional neurodivergente multiprojeto,GOV — Governança,P5 — Transparência e confiança,GOV — Governança/fonte,MÉDIO/ALTO — linguagem não clínica,PERMITIDO COM CAVEAT,Governança/rodapé/metodologia,Alderson et al. — ADHD and working memory in adults: meta-analytic review
MI-126,SRC,Fontes,Catálogo de evidências,FONTE,Catálogo de Fontes,11,EVIDÊNCIA EXTERNA,S11,Cognitive flexibility in autism spectrum disorder: meta-analysis,FONTE,,,,Fonte: https://pubmed.ncbi.nlm.nih.gov/38104788/,Usar para rastrear claims relacionados.,Revisar periodicamente versão/estado da fonte.,P1 — Profissional neurodivergente multiprojeto,GOV — Governança,P5 — Transparência e confiança,GOV — Governança/fonte,MÉDIO/ALTO — linguagem não clínica,PERMITIDO COM CAVEAT,Governança/rodapé/metodologia,Cognitive flexibility in autism spectrum disorder: meta-analysis
MI-127,SRC,Fontes,Catálogo de evidências,FONTE,Catálogo de Fontes,12,EVIDÊNCIA EXTERNA,S12,Gollwitzer & Sheeran — Implementation Intentions and Goal Achievement: meta-analysis,FONTE,,,,Fonte: https://www.sciencedirect.com/science/article/abs/pii/S0065260106380021,Usar para rastrear claims relacionados.,Revisar periodicamente versão/estado da fonte.,P2 — Knowledge worker sobrecarregado,GOV — Governança,P5 — Transparência e confiança,GOV — Governança/fonte,BAIXO — uso interno/metodológico,SUPORTE — não é copy principal,Governança/rodapé/metodologia,Gollwitzer & Sheeran — Implementation Intentions and Goal Achievement: meta-analysis
MI-128,SRC,Fontes,Catálogo de evidências,FONTE,Catálogo de Fontes,13,EVIDÊNCIA EXTERNA,S13,Monsell — Task switching,FONTE,,,,Fonte: https://pubmed.ncbi.nlm.nih.gov/12639695/,Usar para rastrear claims relacionados.,Revisar periodicamente versão/estado da fonte.,P2 — Knowledge worker sobrecarregado,GOV — Governança,P5 — Transparência e confiança,GOV — Governança/fonte,BAIXO — uso interno/metodológico,SUPORTE — não é copy principal,Governança/rodapé/metodologia,Monsell — Task switching
MI-129,SRC,Fontes,Catálogo de evidências,FONTE,Catálogo de Fontes,14,EVIDÊNCIA EXTERNA,S14,Kirschner et al. — Cognitive Load Theory / working-memory load review,FONTE,,,,Fonte: https://pmc.ncbi.nlm.nih.gov/articles/PMC6099112/,Usar para rastrear claims relacionados.,Revisar periodicamente versão/estado da fonte.,P2 — Knowledge worker sobrecarregado,GOV — Governança,P5 — Transparência e confiança,GOV — Governança/fonte,MÉDIO/ALTO — linguagem não clínica,PERMITIDO COM CAVEAT,Governança/rodapé/metodologia,Kirschner et al. — Cognitive Load Theory / working-memory load review
MI-130,SRC,Fontes,Catálogo de evidências,FONTE,Catálogo de Fontes,15,EVIDÊNCIA EXTERNA,S15,Chernev et al. — Choice overload: conceptual review and meta-analysis,FONTE,,,,Fonte: https://www.sciencedirect.com/science/article/pii/S1057740814000916,Usar para rastrear claims relacionados.,Revisar periodicamente versão/estado da fonte.,P2 — Knowledge worker sobrecarregado,GOV — Governança,P5 — Transparência e confiança,GOV — Governança/fonte,BAIXO — uso interno/metodológico,SUPORTE — não é copy principal,Governança/rodapé/metodologia,Chernev et al. — Choice overload: conceptual review and meta-analysis
MI-131,SRC,Fontes,Catálogo de evidências,FONTE,Catálogo de Fontes,16,EVIDÊNCIA EXTERNA,S16,"Gilbert et al. — Optimal use of reminders: metacognition, effort, cognitive offloading",FONTE,,,,Fonte: https://pubmed.ncbi.nlm.nih.gov/31448938/,Usar para rastrear claims relacionados.,Revisar periodicamente versão/estado da fonte.,P2 — Knowledge worker sobrecarregado,GOV — Governança,P5 — Transparência e confiança,GOV — Governança/fonte,MÉDIO/ALTO — linguagem não clínica,PERMITIDO COM CAVEAT,Governança/rodapé/metodologia,"Gilbert et al. — Optimal use of reminders: metacognition, effort, cognitive offloading"
MI-132,SRC,Fontes,Catálogo de evidências,FONTE,Catálogo de Fontes,17,EVIDÊNCIA EXTERNA,S17,Fellers & Storm — Offloading reduces prospective memory learning,FONTE,,,,Fonte: https://pubmed.ncbi.nlm.nih.gov/42241083/,Usar para rastrear claims relacionados.,Revisar periodicamente versão/estado da fonte.,P2 — Knowledge worker sobrecarregado,GOV — Governança,P5 — Transparência e confiança,GOV — Governança/fonte,BAIXO — uso interno/metodológico,SUPORTE — não é copy principal,Governança/rodapé/metodologia,Fellers & Storm — Offloading reduces prospective memory learning
MI-133,SRC,Fontes,Catálogo de evidências,FONTE,Catálogo de Fontes,18,EVIDÊNCIA EXTERNA,S18,PMI — Benefits of Tailoring,FONTE,,,,Fonte: https://www.pmi.org/learning/library/tailoring-benefits-project-management-methodology-11133,Usar para rastrear claims relacionados.,Revisar periodicamente versão/estado da fonte.,P2 — Knowledge worker sobrecarregado,GOV — Governança,P5 — Transparência e confiança,GOV — Governança/fonte,BAIXO — uso interno/metodológico,SUPORTE — não é copy principal,Governança/rodapé/metodologia,PMI — Benefits of Tailoring
MI-134,SRC,Fontes,Catálogo de evidências,FONTE,Catálogo de Fontes,19,EVIDÊNCIA EXTERNA,S19,Boonstra et al. — Executive functioning in adult ADHD: meta-analytic review,FONTE,,,,Fonte: https://pubmed.ncbi.nlm.nih.gov/16116936/,Usar para rastrear claims relacionados.,Revisar periodicamente versão/estado da fonte.,P1 — Profissional neurodivergente multiprojeto,GOV — Governança,P5 — Transparência e confiança,GOV — Governança/fonte,MÉDIO/ALTO — linguagem não clínica,PERMITIDO COM CAVEAT,Governança/rodapé/metodologia,Boonstra et al. — Executive functioning in adult ADHD: meta-analytic review
MI-135,SRC,Fontes,Catálogo de evidências,FONTE,Catálogo de Fontes,20,EVIDÊNCIA EXTERNA,S20,Silva et al. — Cognitive offloading on prospective and retrospective memory,FONTE,,,,Fonte: https://pubmed.ncbi.nlm.nih.gov/42352705/,Usar para rastrear claims relacionados.,Revisar periodicamente versão/estado da fonte.,P2 — Knowledge worker sobrecarregado,GOV — Governança,P5 — Transparência e confiança,GOV — Governança/fonte,MÉDIO/ALTO — linguagem não clínica,PERMITIDO COM CAVEAT,Governança/rodapé/metodologia,Silva et al. — Cognitive offloading on prospective and retrospective memory
